"TIME","GEO","CROPS","STRUCPRO","Value","Flag and Footnotes"
"2015","Champagne-Ardenne (NUTS 2013)","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","30.98",""
"2015","Champagne-Ardenne (NUTS 2013)","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Picardie (NUTS 2013)","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","712.73",""
"2015","Picardie (NUTS 2013)","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","37.36",""
"2015","Picardie (NUTS 2013)","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Haute-Normandie (NUTS 2013)","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","343.95",""
"2015","Haute-Normandie (NUTS 2013)","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","15.48",""
"2015","Haute-Normandie (NUTS 2013)","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Centre (FR) (NUTS 2013)","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","1,258.40",""
"2015","Centre (FR) (NUTS 2013)","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","37.64",""
"2015","Centre (FR) (NUTS 2013)","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Basse-Normandie (NUTS 2013)","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","302.04",""
"2015","Basse-Normandie (NUTS 2013)","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","13.32",""
"2015","Basse-Normandie (NUTS 2013)","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Bourgogne (NUTS 2013)","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","614.11",""
"2015","Bourgogne (NUTS 2013)","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","18.26",""
"2015","Bourgogne (NUTS 2013)","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Nord - Pas-de-Calais (NUTS 2013)","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","372.13",""
"2015","Nord - Pas-de-Calais (NUTS 2013)","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","7.95",""
"2015","Nord - Pas-de-Calais (NUTS 2013)","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Nord - Pas-de-Calais (NUTS 2013)","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","372.13",""
"2015","Nord - Pas-de-Calais (NUTS 2013)","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","7.95",""
"2015","Nord - Pas-de-Calais (NUTS 2013)","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Est (FR) (NUTS 2013)","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","756.58",""
"2015","Est (FR) (NUTS 2013)","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","15.41",""
"2015","Est (FR) (NUTS 2013)","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Lorraine (NUTS 2013)","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","433.99",""
"2015","Lorraine (NUTS 2013)","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","13.85",""
"2015","Lorraine (NUTS 2013)","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Alsace (NUTS 2013)","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","185.52",""
"2015","Alsace (NUTS 2013)","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","0.34",""
"2015","Alsace (NUTS 2013)","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Franche-Comté (NUTS 2013)","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","137.08",""
"2015","Franche-Comté (NUTS 2013)","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","1.22",""
"2015","Franche-Comté (NUTS 2013)","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Ouest (FR) (NUTS 2013)","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","2,089.66",""
"2015","Ouest (FR) (NUTS 2013)","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","49.24",""
"2015","Ouest (FR) (NUTS 2013)","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Pays de la Loire (NUTS 2013)","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","719.37",""
"2015","Pays de la Loire (NUTS 2013)","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","17.50",""
"2015","Pays de la Loire (NUTS 2013)","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Bretagne (NUTS 2013)","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","579.89",""
"2015","Bretagne (NUTS 2013)","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","7.01",""
"2015","Bretagne (NUTS 2013)","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Poitou-Charentes (NUTS 2013)","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","790.41",""
"2015","Poitou-Charentes (NUTS 2013)","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","24.73",""
"2015","Poitou-Charentes (NUTS 2013)","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Sud-Ouest (FR) (NUTS 2013)","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","1,262.38",""
"2015","Sud-Ouest (FR) (NUTS 2013)","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","27.76",""
"2015","Sud-Ouest (FR) (NUTS 2013)","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Aquitaine (NUTS 2013)","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","471.26",""
"2015","Aquitaine (NUTS 2013)","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","4.88",""
"2015","Aquitaine (NUTS 2013)","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Midi-Pyrénées (NUTS 2013)","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","700.25",""
"2015","Midi-Pyrénées (NUTS 2013)","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","22.07",""
"2015","Midi-Pyrénées (NUTS 2013)","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Limousin (NUTS 2013)","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","90.88",""
"2015","Limousin (NUTS 2013)","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","0.82",""
"2015","Limousin (NUTS 2013)","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Centre-Est (FR) (NUTS 2013)","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","547.81",""
"2015","Centre-Est (FR) (NUTS 2013)","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","9.30",""
"2015","Centre-Est (FR) (NUTS 2013)","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Rhône-Alpes (NUTS 2013)","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","307.39",""
"2015","Rhône-Alpes (NUTS 2013)","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","2.46",""
"2015","Rhône-Alpes (NUTS 2013)","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
"2015","Auvergne (NUTS 2013)","Cereals for the production of grain (including seed)","Area (cultivation/harvested/production) (1000 ha)","240.43",""
"2015","Auvergne (NUTS 2013)","Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)","Area (cultivation/harvested/production) (1000 ha)","6.84",""
"2015","Auvergne (NUTS 2013)","Permanent grassland","Area (cultivation/harvested/production) (1000 ha)",":",""
